STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
53,033,023805,1,1276,+47.619116,-122.204232
53,033,023805,2,1800,+47.619412,-122.197706
53,033,023806,1,983,+47.620470,-122.192983
53,033,023806,2,968,+47.618056,-122.192227
53,033,023806,3,1164,+47.618996,-122.193317
53,033,023807,1,2069,+47.612613,-122.201636
53,033,023807,2,1746,+47.609650,-122.204127
53,033,023807,3,1935,+47.616025,-122.194993
53,033,023808,1,937,+47.613010,-122.191807
53,033,023808,2,1102,+47.611950,-122.193668
53,033,023808,3,830,+47.611799,-122.197561
53,033,023901,1,1650,+47.606190,-122.204020
53,033,023901,2,1454,+47.600712,-122.205272
53,033,023901,3,1447,+47.590224,-122.202487
53,033,023902,1,1613,+47.584539,-122.194736
53,033,023902,2,1427,+47.568643,-122.187344
53,033,024001,1,1458,+47.624495,-122.197186
53,033,024001,2,1798,+47.635148,-122.205646
53,033,024001,3,1535,+47.634993,-122.197439
53,033,024002,1,1262,+47.619116,-122.212588
53,033,024002,2,1094,+47.613571,-122.211415
53,033,024002,3,1874,+47.624227,-122.204701
53,033,024100,1,1591,+47.644686,-122.220624
53,033,024100,2,1571,+47.629051,-122.222734
53,033,024100,3,1555,+47.631999,-122.213817
53,033,024200,1,1376,+47.620949,-122.229925
53,033,024200,2,1522,+47.629411,-122.235166
53,033,024301,1,1896,+47.587485,-122.236310
53,033,024301,2,1709,+47.583657,-122.235910
53,033,024301,3,1548,+47.578957,-122.231681
53,033,024302,1,1469,+47.580788,-122.245392
53,033,024302,2,1043,+47.590449,-122.236087
53,033,024302,3,1442,+47.586935,-122.245180
53,033,024400,1,1638,+47.579355,-122.215261
53,033,024400,2,1415,+47.579804,-122.222699
53,033,024500,1,1695,+47.571993,-122.212249
53,033,024500,2,1664,+47.561879,-122.216425
53,033,024500,3,1833,+47.567761,-122.228434
53,033,024601,1,1656,+47.548149,-122.214962
53,033,024601,2,1398,+47.549878,-122.226268
53,033,024601,3,1611,+47.545803,-122.232627
53,033,024602,1,1594,+47.536644,-122.227422
53,033,024602,2,2137,+47.532290,-122.226235
53,033,024701,1,1053,+47.572838,-122.177245
53,033,024701,2,1670,+47.555264,-122.177148
53,033,024701,3,1330,+47.556521,-122.183619
53,033,024703,1,1697,+47.527945,-122.190888
53,033,024703,2,1228,+47.525027,-122.180654
53,033,024703,3,1059,+47.536834,-122.180608
53,033,024704,1,1294,+47.545187,-122.178996
53,033,024704,2,1373,+47.547274,-122.187843
53,033,024704,3,1132,+47.537790,-122.193452
53,033,024800,1,1728,+47.574015,-122.135961
53,033,024800,2,1750,+47.574670,-122.152437
53,033,024800,3,2821,+47.572806,-122.166714
53,033,024901,1,1075,+47.568640,-122.146385
53,033,024901,2,1765,+47.565200,-122.157028
53,033,024901,3,1268,+47.557855,-122.156080
53,033,024901,4,1236,+47.563082,-122.165379
53,033,024902,1,1231,+47.563685,-122.141303
53,033,024902,2,1865,+47.563640,-122.130472
53,033,024902,3,1080,+47.569340,-122.129987
53,033,024904,1,1431,+47.547278,-122.143647
53,033,024904,2,1477,+47.546156,-122.149611
53,033,024905,1,1456,+47.553224,-122.146360
53,033,024905,2,2659,+47.555244,-122.130040
53,033,025001,1,1695,+47.528260,-122.170252
53,033,025001,2,1267,+47.536207,-122.169104
53,033,025001,3,1602,+47.544465,-122.170163
53,033,025001,4,1074,+47.555325,-122.172046
53,033,025005,1,2174,+47.531827,-122.146630
53,033,025005,2,1912,+47.540946,-122.158543
53,033,025005,3,2077,+47.526425,-122.157413
53,033,025006,1,1631,+47.541138,-122.118912
53,033,025006,2,1752,+47.536898,-122.070377
53,033,025006,3,1484,+47.532666,-122.096588
53,033,025006,4,1746,+47.529970,-122.069410
53,033,025007,1,1432,+47.557882,-122.098252
53,033,025007,2,2101,+47.550261,-122.120556
53,033,025007,3,1335,+47.551868,-122.101812
53,033,025008,1,1278,+47.565092,-122.113383
53,033,025008,2,1221,+47.560825,-122.113199
53,033,025101,1,1673,+47.501879,-122.159474
53,033,025101,2,1331,+47.507122,-122.160358
53,033,025101,3,1595,+47.513153,-122.155809
53,033,025101,4,1429,+47.508493,-122.150792
53,033,025103,1,1809,+47.491913,-122.160580
53,033,025103,2,1627,+47.491984,-122.152368
53,033,025103,3,1637,+47.498382,-122.153346
53,033,025104,1,1190,+47.503881,-122.138959
53,033,025104,2,1290,+47.493536,-122.145525
53,033,025104,3,1874,+47.492316,-122.136277
53,033,025201,1,1559,+47.512943,-122.191775
53,033,025201,2,1547,+47.502497,-122.193497
53,033,025201,3,859,+47.506484,-122.188214
53,033,025202,1,1908,+47.511420,-122.170091
53,033,025202,2,1540,+47.510856,-122.180503
53,033,025202,3,1226,+47.507946,-122.182083
53,033,025302,1,1337,+47.475896,-122.209025
53,033,025302,2,1385,+47.477864,-122.215337
53,033,025302,3,1480,+47.489756,-122.214042
53,033,025302,4,1090,+47.491374,-122.206934
53,033,025303,1,1731,+47.485903,-122.202130
53,033,025303,2,1255,+47.498645,-122.201107
53,033,025304,1,1948,+47.512312,-122.201841
53,033,025304,2,1785,+47.522970,-122.203152
53,033,025401,1,1458,+47.496090,-122.178432
53,033,025401,2,1396,+47.501296,-122.185636
53,033,025401,3,1143,+47.498297,-122.183585
53,033,025402,1,1351,+47.489282,-122.185797
53,033,025402,2,1139,+47.486774,-122.188979
53,033,025402,3,1295,+47.494530,-122.186635
53,033,025500,1,2043,+47.490386,-122.169935
53,033,025500,2,1642,+47.501777,-122.169865
53,033,025500,3,1629,+47.495823,-122.170849
53,033,025601,1,2305,+47.482241,-122.163570
53,033,025601,2,1269,+47.486601,-122.173013
53,033,025601,3,1792,+47.481326,-122.184352
53,033,025602,1,2096,+47.482765,-122.154540
53,033,025602,2,1562,+47.474031,-122.151562
53,033,025602,3,1842,+47.486110,-122.143289
53,033,025602,4,1673,+47.480003,-122.140186
53,033,025702,1,1364,+47.465394,-122.157606
53,033,025702,2,1000,+47.458874,-122.161590
53,033,025702,3,1242,+47.464846,-122.177521
53,033,025703,1,1462,+47.468471,-122.202631
53,033,025703,2,1966,+47.463950,-122.198598
53,033,025704,1,2037,+47.472079,-122.181902
53,033,025704,2,949,+47.474139,-122.198642
53,033,025803,1,1507,+47.451717,-122.175131
53,033,025803,2,1592,+47.450222,-122.183217
53,033,025803,3,2162,+47.447229,-122.176686
53,033,025804,1,1464,+47.460435,-122.176849
53,033,025804,2,1174,+47.456430,-122.175280
53,033,025804,3,1119,+47.450748,-122.161153
53,033,025805,1,1772,+47.459606,-122.193226
53,033,025805,2,2073,+47.453086,-122.195564
53,033,025805,3,1761,+47.448140,-122.192851
53,033,025806,1,1845,+47.452706,-122.209083
53,033,025806,2,1744,+47.446043,-122.203314
53,033,025806,3,1714,+47.462738,-122.209958
53,033,026001,1,1364,+47.506216,-122.240797
53,033,026001,2,1291,+47.502856,-122.232698
53,033,026001,3,1458,+47.498097,-122.238285
53,033,026001,4,1438,+47.492444,-122.234092
53,033,026003,1,1034,+47.479958,-122.227555
53,033,026003,2,852,+47.476396,-122.224624
53,033,026003,3,2713,+47.480285,-122.245293
53,033,026004,1,1130,+47.484462,-122.223030
53,033,026004,2,1507,+47.491251,-122.221984
53,033,026004,3,1290,+47.499022,-122.224899
53,033,026101,1,1225,+47.483936,-122.247526
53,033,026101,2,1400,+47.491322,-122.259103
53,033,026101,3,1427,+47.486475,-122.244641
53,033,026102,1,1162,+47.498074,-122.255855
53,033,026102,2,1197,+47.491886,-122.250252
53,033,026102,3,1287,+47.491777,-122.243834
53,033,026200,1,625,+47.459398,-122.250368
53,033,026200,2,1747,+47.477314,-122.265867
53,033,026200,3,2444,+47.467271,-122.261945
53,033,026200,4,1653,+47.468484,-122.255951
53,033,026300,1,501,+47.505611,-122.274063
53,033,026300,2,1242,+47.494367,-122.276097
53,033,026400,1,1374,+47.508460,-122.305451
53,033,026400,2,1495,+47.502061,-122.306301
53,033,026400,3,1676,+47.510995,-122.314027
53,033,026400,4,1437,+47.509624,-122.321374
53,033,026500,1,1629,+47.514127,-122.337823
53,033,026500,2,1554,+47.514792,-122.348447
53,033,026500,3,1201,+47.506527,-122.329510
53,033,026600,1,1120,+47.512235,-122.357848
53,033,026600,2,1364,+47.513137,-122.365530
53,033,026700,1,1423,+47.505117,-122.360292
53,033,026700,2,1673,+47.492684,-122.353656
53,033,026700,3,1243,+47.498189,-122.361195
53,033,026700,4,1517,+47.500164,-122.368913
53,033,026801,1,1566,+47.509206,-122.339081
53,033,026801,2,2550,+47.502841,-122.335996
53,033,026801,3,1061,+47.509688,-122.350779
53,033,026801,4,1417,+47.505220,-122.351843
53,033,026802,1,1526,+47.502456,-122.346504
53,033,026802,2,1286,+47.491981,-122.345850
53,033,026802,3,1847,+47.494670,-122.336069
53,033,026802,4,1579,+47.496652,-122.346542
53,033,027000,1,1081,+47.498494,-122.315719
53,033,027000,2,979,+47.495875,-122.319743
53,033,027000,3,1393,+47.497583,-122.330352
53,033,027100,1,1341,+47.490965,-122.294750
53,033,027100,2,1214,+47.495655,-122.300169
53,033,027100,3,1218,+47.492113,-122.306048
53,033,027200,1,1228,+47.484945,-122.283659
53,033,027200,2,1703,+47.481191,-122.280983
53,033,027300,1,1571,+47.481332,-122.288431
53,033,027300,2,1714,+47.474609,-122.287370
53,033,027300,3,1671,+47.475625,-122.296256
53,033,027300,4,1714,+47.484135,-122.301276
53,033,027400,1,1337,+47.489068,-122.319425
53,033,027400,2,1700,+47.482764,-122.318883
53,033,027400,3,1746,+47.478653,-122.328653
53,033,027400,4,998,+47.488160,-122.330782
53,033,027500,1,1542,+47.486507,-122.345001
53,033,027500,2,1744,+47.481615,-122.337096
53,033,027500,3,1691,+47.477548,-122.343196
53,033,027600,1,1709,+47.479420,-122.355987
53,033,027600,2,1139,+47.485547,-122.352845
53,033,027600,3,1476,+47.471012,-122.360232
53,033,027701,1,1488,+47.490520,-122.462656
53,033,027701,2,1709,+47.439001,-122.448597
53,033,027701,3,1439,+47.432117,-122.486372
53,033,027701,4,1248,+47.462670,-122.482249
53,033,027702,1,1647,+47.373461,-122.433658
53,033,027702,2,1785,+47.401816,-122.453485
53,033,027702,3,1739,+47.370492,-122.501728
53,033,027800,1,1702,+47.456112,-122.367699
53,033,027800,2,1614,+47.451910,-122.357378
53,033,027901,1,1329,+47.459946,-122.346418
53,033,027901,2,1200,+47.459175,-122.355164
53,033,027901,3,1228,+47.467502,-122.354328
53,033,027902,1,1142,+47.469625,-122.346970
53,033,027902,2,1444,+47.466313,-122.339859
53,033,027902,3,1299,+47.462636,-122.340016
53,033,028000,1,1204,+47.462780,-122.326488
53,033,028000,2,1265,+47.465121,-122.327879
53,033,028000,3,1328,+47.468526,-122.327528
53,033,028100,1,1500,+47.470734,-122.293577
53,033,028100,2,1434,+47.466363,-122.294523
53,033,028200,1,2212,+47.470213,-122.276959
53,033,028200,2,1624,+47.462665,-122.282456
53,033,028200,3,1292,+47.468525,-122.284333
53,033,028300,1,1915,+47.456034,-122.274176
53,033,028300,2,1723,+47.447665,-122.272467
53,033,028300,3,2556,+47.413216,-122.280833
53,033,028402,1,1234,+47.457404,-122.288054
53,033,028402,2,1270,+47.452620,-122.288366
53,033,028402,3,1661,+47.448273,-122.284248
53,033,028402,4,1756,+47.447233,-122.294315
53,033,028403,1,1335,+47.437361,-122.289074
53,033,028403,2,1841,+47.443446,-122.289307
53,033,028403,3,1438,+47.440046,-122.276968
53,033,028403,4,1173,+47.442318,-122.284726
53,033,028500,1,1442,+47.454589,-122.329385
53,033,028500,2,1477,+47.436329,-122.329453
53,033,028500,3,1761,+47.445340,-122.331292
53,033,028600,1,1370,+47.422246,-122.342682
53,033,028600,2,1386,+47.441301,-122.338799
53,033,028600,3,1289,+47.437863,-122.346544
53,033,028600,4,1308,+47.430614,-122.339511
53,033,028600,5,1309,+47.450076,-122.343313
53,033,028700,1,1759,+47.421939,-122.323442
53,033,028700,2,1802,+47.414516,-122.330227
53,033,028700,3,1857,+47.426697,-122.330688
53,033,028801,1,1911,+47.413280,-122.315990
53,033,028801,2,1821,+47.421965,-122.305345
53,033,028802,1,2141,+47.429919,-122.291554
53,033,028802,2,1783,+47.426582,-122.285036
53,033,028802,3,1140,+47.411600,-122.294604
53,033,028802,4,1912,+47.417307,-122.293244
53,033,028901,1,1338,+47.406280,-122.315180
53,033,028901,2,1287,+47.400180,-122.318423
53,033,028901,3,1028,+47.402645,-122.327346
53,033,028902,1,1860,+47.406118,-122.296030
53,033,028902,2,1496,+47.394955,-122.309094
53,033,028902,3,867,+47.400197,-122.294482
53,033,028902,4,1585,+47.403046,-122.300268
53,033,028902,5,1369,+47.397182,-122.298131
53,033,029001,1,1475,+47.390281,-122.318372
53,033,029001,2,1506,+47.382974,-122.317802
53,033,029001,3,1504,+47.385215,-122.321830
53,033,029003,1,1563,+47.391081,-122.302282
53,033,029003,2,1378,+47.383479,-122.301282
53,033,029003,3,1682,+47.372342,-122.308112
53,033,029003,4,1643,+47.385787,-122.310341
53,033,029004,1,1785,+47.380338,-122.298357
53,033,029004,2,2231,+47.370960,-122.299603
53,033,029101,1,2595,+47.400580,-122.283666
53,033,029101,2,1636,+47.405053,-122.278744
53,033,029102,1,1749,+47.384305,-122.286147
53,033,029102,2,1655,+47.373765,-122.286239
53,033,029102,3,1271,+47.377927,-122.278754
53,033,029203,1,1499,+47.390994,-122.233293
53,033,029203,2,1715,+47.383539,-122.223293
53,033,029203,3,1191,+47.385315,-122.238863
53,033,029205,1,1773,+47.392802,-122.262801
53,033,029205,2,1953,+47.384677,-122.259115
53,033,029205,3,1393,+47.390763,-122.263022
53,033,029206,1,760,+47.399945,-122.238659
53,033,029206,2,1815,+47.384267,-122.250668
53,033,029206,3,2007,+47.388709,-122.254806
53,033,029207,1,1335,+47.408076,-122.211629
53,033,029207,2,1582,+47.393030,-122.211070
53,033,029208,1,2199,+47.397249,-122.220338
53,033,029208,2,2321,+47.390813,-122.224064
53,033,029304,1,1368,+47.436029,-122.182173
53,033,029304,2,1471,+47.436714,-122.159449
53,033,029304,3,1519,+47.442239,-122.165348
53,033,029304,4,1392,+47.434134,-122.167496
53,033,029305,1,1716,+47.420793,-122.214811
53,033,029305,2,1431,+47.419077,-122.202483
53,033,029305,3,1520,+47.425500,-122.203130
53,033,029306,1,1653,+47.425665,-122.187801
53,033,029306,2,1323,+47.422496,-122.179056
53,033,029306,3,1385,+47.419867,-122.192655
53,033,029307,1,1695,+47.424000,-122.157280
53,033,029307,2,953,+47.421044,-122.169217
53,033,029307,3,1255,+47.426673,-122.150364
53,033,029308,1,1339,+47.442392,-122.191141
53,033,029308,2,1048,+47.435618,-122.188597
53,033,029308,3,1147,+47.435317,-122.194514
53,033,029309,1,1665,+47.433601,-122.208727
53,033,029309,2,1420,+47.436759,-122.199955
53,033,029309,3,1962,+47.434891,-122.215894
53,033,029403,1,1081,+47.412441,-122.202447
53,033,029403,2,2002,+47.404805,-122.198955
53,033,029403,3,1753,+47.414349,-122.190745
53,033,029403,4,1470,+47.408762,-122.191294
53,033,029405,1,1614,+47.411885,-122.170461
53,033,029405,2,1597,+47.412241,-122.180145
53,033,029405,3,1557,+47.405014,-122.181677
53,033,029405,4,1501,+47.405315,-122.172057
53,033,029406,1,651,+47.389013,-122.168619
53,033,029406,2,3492,+47.394458,-122.179670
53,033,029406,3,1203,+47.397423,-122.168305
53,033,029407,1,1225,+47.398423,-122.199654
53,033,029407,2,2738,+47.393755,-122.205039
53,033,029407,3,1149,+47.391554,-122.198972
53,033,029408,1,1295,+47.399954,-122.193796
53,033,029408,2,1432,+47.394363,-122.189003
53,033,029408,3,1899,+47.389344,-122.194536
53,033,029504,1,2086,+47.384352,-122.194595
53,033,029504,2,1567,+47.376396,-122.199399
53,033,029504,3,2816,+47.376317,-122.192981
53,033,029505,1,1547,+47.383675,-122.210083
53,033,029505,2,1085,+47.378565,-122.205531
53,033,029505,3,1331,+47.378039,-122.211101
53,033,029506,1,1530,+47.369852,-122.205022
53,033,029506,2,1609,+47.369866,-122.189264
53,033,029506,3,1705,+47.371170,-122.196144
53,033,029507,1,1513,+47.368481,-122.180907
53,033,029507,2,2161,+47.366835,-122.170591
53,033,029508,1,1424,+47.375534,-122.173961
53,033,029508,2,1427,+47.377209,-122.183686
53,033,029508,3,1314,+47.384017,-122.172618
53,033,029602,1,1928,+47.334699,-122.194018
53,033,029602,2,1898,+47.338976,-122.181119
53,033,029602,3,2170,+47.333777,-122.171294
53,033,029602,4,1292,+47.349656,-122.170872
53,033,029603,1,1181,+47.365678,-122.194130
53,033,029603,2,1393,+47.363242,-122.184657
53,033,029603,3,1351,+47.360173,-122.191170
53,033,029604,1,1853,+47.356096,-122.171231
53,033,029604,2,881,+47.355872,-122.185019
53,033,029604,3,1154,+47.353011,-122.178775
53,033,029701,1,1694,+47.376324,-122.226344
53,033,029701,2,1720,+47.376362,-122.236519
53,033,029701,3,1675,+47.372831,-122.215232
53,033,029702,1,1788,+47.359487,-122.203326
53,033,029702,2,1438,+47.365997,-122.228389
53,033,029803,1,1421,+47.373750,-122.256558
53,033,029803,2,1578,+47.379345,-122.257056
53,033,029803,3,1348,+47.371963,-122.275001
53,033,029804,1,1708,+47.365443,-122.286910
53,033,029804,2,1459,+47.359552,-122.274918
53,033,029804,3,1301,+47.360929,-122.283055
53,033,029805,1,1434,+47.338906,-122.288212
53,033,029805,2,1251,+47.340654,-122.281523
53,033,029805,3,1206,+47.338482,-122.275422
53,033,029805,4,1262,+47.340576,-122.262722
53,033,029806,1,1567,+47.352838,-122.288313
53,033,029806,2,1505,+47.346310,-122.286770
53,033,029806,3,1476,+47.347754,-122.271097
53,033,029901,1,1744,+47.324164,-122.277618
53,033,029901,2,1416,+47.326336,-122.287726
53,033,029901,3,1674,+47.332797,-122.279327
53,033,029902,1,2097,+47.333682,-122.260612
53,033,029902,2,2093,+47.316087,-122.269613
53,033,029902,3,1554,+47.317796,-122.258388
53,033,030003,1,1861,+47.362447,-122.314695
53,033,030003,2,1672,+47.347334,-122.315425
53,033,030003,3,1736,+47.361835,-122.304399
53,033,030003,4,1323,+47.368353,-122.317874
53,033,030005,1,2042,+47.339669,-122.296716
53,033,030005,2,1941,+47.333478,-122.303935
53,033,030005,3,2134,+47.339984,-122.306346
53,033,030006,1,1413,+47.327611,-122.307446
53,033,030006,2,1499,+47.322725,-122.308010
53,033,030006,3,1406,+47.320559,-122.299658
53,033,030007,1,2408,+47.354970,-122.306250
53,033,030007,2,2146,+47.350961,-122.310061
53,033,030008,1,1526,+47.345701,-122.300296
53,033,030008,2,1665,+47.354771,-122.301264
53,033,030008,3,1554,+47.346411,-122.308800
53,033,030101,1,1142,+47.324963,-122.357983
53,033,030101,2,1222,+47.329382,-122.364387
53,033,030101,3,1408,+47.333773,-122.348658
53,033,030102,1,1228,+47.342304,-122.322583
53,033,030102,2,1247,+47.335630,-122.337323
53,033,030102,3,1219,+47.336285,-122.326698
53,033,030201,1,1021,+47.324242,-122.343672
53,033,030201,2,1097,+47.318599,-122.339377
53,033,030201,3,1767,+47.328543,-122.342188
53,033,030201,4,1777,+47.318168,-122.351553
53,033,030203,1,1701,+47.317731,-122.317573
53,033,030203,2,1046,+47.318743,-122.325186
53,033,030203,3,1420,+47.320987,-122.332014
53,033,030204,1,1342,+47.327860,-122.329439
53,033,030204,2,1153,+47.330302,-122.319203
53,033,030204,3,1308,+47.324214,-122.318718
53,033,030304,1,1282,+47.279382,-122.351558
53,033,030304,2,1501,+47.275166,-122.338585
53,033,030304,3,1754,+47.278253,-122.319158
53,033,030305,1,2026,+47.319970,-122.395092
53,033,030305,2,1864,+47.319161,-122.369968
53,033,030305,3,1535,+47.318799,-122.383818
53,033,030306,1,1519,+47.301681,-122.384124
53,033,030306,2,1263,+47.309518,-122.397274
53,033,030306,3,1616,+47.312027,-122.385421
53,033,030306,4,1466,+47.304728,-122.379951
53,033,030308,1,1156,+47.307220,-122.356071
53,033,030308,2,1792,+47.312838,-122.355896
53,033,030308,3,1528,+47.307785,-122.346871
53,033,030308,4,2407,+47.302187,-122.355855
53,033,030309,1,1262,+47.310261,-122.338052
53,033,030309,2,1311,+47.298030,-122.332619
53,033,030309,3,1385,+47.300747,-122.337966
53,033,030309,4,1948,+47.301519,-122.344786
53,033,030310,1,1767,+47.287900,-122.355910
53,033,030310,2,1392,+47.287333,-122.347905
53,033,030310,3,1579,+47.294822,-122.352054
53,033,030310,4,1728,+47.287373,-122.339343
53,033,030311,1,1322,+47.305799,-122.374005
53,033,030311,2,1453,+47.302670,-122.367085
53,033,030311,3,1203,+47.311877,-122.366251
53,033,030311,4,1115,+47.305418,-122.364175
53,033,030312,1,1703,+47.285600,-122.363699
53,033,030312,2,1246,+47.297801,-122.364664
53,033,030312,3,1381,+47.291381,-122.370352
53,033,030312,4,1208,+47.296842,-122.372550
53,033,030313,1,1392,+47.309154,-122.306591
53,033,030313,2,1433,+47.303660,-122.307389
53,033,030313,3,2010,+47.297058,-122.319115
53,033,030314,1,1289,+47.310571,-122.318699
53,033,030314,2,1661,+47.308205,-122.328264
